gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,51,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.12,3187.64,0
Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),82.81,5544.67,1
Male,0,Yes,Yes,34,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,41.8,1388.5,0
Male,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,101.55,4361.27,0
Female,0,Yes,No,10,No,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),70.65,766.21,1
Male,1,Yes,No,14,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.12,1523.85,0
Female,0,Yes,No,64,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,79.77,5169.55,0
Male,0,Yes,No,11,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Mailed check,42.11,432.4,0
Male,0,Yes,No,65,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),30.99,1990.97,1
Female,0,Yes,Yes,53,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,23.05,1233.14,0
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,91.55,3039.25,1
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),131.37,650.0,0
Female,0,No,Yes,19,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,83.65,1477.13,0
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,82.81,985.57,0
Male,0,No,No,39,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.47,1739.45,0
Male,0,No,Yes,38,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),14.54,607.57,0
Male,1,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,119.79,5674.45,0
Male,1,Yes,No,41,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,19.98,865.25,0
Female,0,Yes,No,55,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.83,4405.97,0
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),50.47,2955.72,1
Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,4.05,106.72,0
Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,120.13,5204.48,1
Female,0,Yes,Yes,45,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),114.93,5168.51,1
Male,0,Yes,No,12,Yes,No,No,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.36,407.72,0
Female,0,No,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),49.07,3101.24,0
Male,0,No,No,21,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.99,2350.31,0
Female,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Mailed check,78.0,4434.33,0
Female,0,No,No,25,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,46.83,1171.96,0
Male,0,No,Yes,71,No,No phone service,DSL,No,No,No,No,No,No internet service,One year,No,Electronic check,103.53,7331.34,0
Male,0,No,Yes,10,No,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.4,552.94,0
Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,35.41,1933.42,0
Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,49.29,3418.3,1
Female,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,73.65,3322.64,0
Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.31,544.68,1
Female,0,No,Yes,51,No,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,29.78,1584.49,0
Male,1,Yes,Yes,41,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,98.08,3956.41,0
Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,124.54,5629.17,1
Female,0,Yes,Yes,30,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,55.62,1643.0,0
Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),53.34,3693.16,0
Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.85,6073.92,1
Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,74.26,5184.52,0
Male,0,Yes,No,4,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),42.4,208.04,1
Male,1,Yes,No,5,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,103.75,526.16,0
Female,0,No,No,54,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),81.65,4446.53,1
Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),101.09,786.08,0
Female,0,No,No,56,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.14,5194.53,0
Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.39,6334.9,0
Female,0,No,No,15,No,No phone service,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,54.24,831.34,1
Female,0,No,Yes,15,No,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),87.7,1320.01,0
Male,0,No,Yes,49,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,94.33,4496.35,1
Female,0,Yes,Yes,51,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.61,3621.75,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),75.14,5284.57,0
Female,1,No,No,6,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.81,65.9,1
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,24.85,287.26,0
Male,1,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),131.8,543.78,1
Female,0,No,Yes,19,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.21,1039.83,0
Female,1,No,No,8,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.21,645.97,0
Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.05,3225.18,0
Male,0,No,No,57,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),95.8,5492.99,0
Male,0,No,No,22,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,32.67,706.25,0
Female,1,Yes,No,50,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),54.54,2754.85,0
Female,0,Yes,No,11,No,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),110.37,1192.05,1
Female,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,57.7,3230.14,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.66,746.19,0
Female,0,No,Yes,61,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.71,6330.79,1
Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.54,2869.45,1
Male,1,Yes,Yes,31,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),115.14,3565.61,1
Female,0,Yes,No,43,No,No phone service,No,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,89.7,3803.33,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.27,3602.02,0
Male,0,Yes,Yes,68,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,45.87,3142.91,1
Male,0,No,Yes,66,No,No phone service,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.49,3912.85,0
Male,1,No,Yes,52,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,81.79,4261.54,1
Female,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.03,5641.58,0
Male,0,No,No,60,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,68.6,4063.6,1
Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.48,295.04,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,96.27,227.06,1
Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.71,205.43,0
Female,0,Yes,No,18,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.91,1375.51,1
Male,0,No,Yes,2,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.5,209.96,1
Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,116.59,171.28,1
Male,0,No,No,15,No,No phone service,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,84.12,1293.99,0
Male,1,Yes,No,3,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.0,312.93,1
Male,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.93,1128.69,1
Female,0,Yes,Yes,4,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.33,326.2,0
Female,0,Yes,No,4,No,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,118.14,462.55,1
Female,0,Yes,Yes,57,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),62.8,3575.25,0
Male,0,No,Yes,30,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.83,2104.06,1
Male,0,No,Yes,55,No,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,6.32,359.05,1
Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.8,3175.74,0
Female,0,No,Yes,9,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),42.53,452.79,0
Male,0,Yes,No,10,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),74.55,844.61,0
Male,0,No,No,14,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.22,1395.4,0
Female,1,Yes,No,2,Yes,No,No,No,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,49.76,19.38,0
Female,0,No,No,43,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,69.52,2910.12,0
Female,1,Yes,No,42,No,No phone service,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,33.3,1427.77,0
Male,0,No,Yes,45,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.56,2304.95,0
Male,1,No,Yes,17,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,81.24,1339.88,0
Male,0,Yes,No,71,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),68.03,4857.55,0
Male,0,No,No,37,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,One year,No,Electronic check,101.15,3775.09,1
Female,0,Yes,No,71,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,59.39,4204.47,0
Male,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,58.4,3820.04,0
Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),64.33,125.54,0
Male,1,No,No,55,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,63.09,3409.52,1
Male,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,87.31,4557.29,0
Female,0,Yes,No,54,No,No phone service,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.19,1286.98,0
Female,0,Yes,No,43,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),25.56,1082.86,0
Female,0,Yes,Yes,51,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,99.99,5161.63,0
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),63.96,4431.15,0
Female,0,No,No,48,No,No phone service,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.04,2452.86,0
Male,0,Yes,No,46,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.84,5268.11,1
Male,0,Yes,No,53,No,No phone service,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.5,4796.67,0
Female,0,No,Yes,42,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.02,2376.02,0
Female,1,Yes,No,31,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),29.18,1050.23,0
Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,66.38,1590.41,0
Male,0,No,Yes,64,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),114.2,7245.15,1
Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,112.34,7562.36,0
Female,0,No,No,29,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55.25,1601.47,0
Male,1,No,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.83,604.47,1
Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.0,4548.26,0
Female,0,No,Yes,20,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.82,1144.84,0
Female,0,Yes,No,52,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,75.81,3934.02,0
Female,1,No,No,35,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),23.23,755.42,0
Female,0,Yes,Yes,70,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,108.52,7574.08,0
Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,86.47,290.74,1
Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,119.58,8018.94,0
